0,0
1,1
2,2
3,3
28,4
34,5
6,6
7,7
8,8
9,9
27,10
28,11
28,12
13,13
14,14
15,15
34,16
17,17
1,18
19,19
20,20
21,21
22,22
23,23
24,24
25,25
26,26
27,27
28,28
29,29
30,30
31,31
32,32
33,33
35,34
35,35
36,36
37,37
44,38
39,39
40,40
41,41
42,42
3,43
44,44
45,45
46,46
47,47
48,48
49,49
50,50
51,51
52,52
53,53
51,54
56,55
56,56
57,57
58,58
59,59
0,0
1,1
2,2
3,3
28,4
34,5
26,6
7,7
8,8
9,9
28,10
27,11
12,12
13,13
14,14
16,15
34,16
17,17
36,18
19,19
20,20
21,21
22,22
23,23
35,24
25,25
26,26
27,27
28,28
27,29
31,30
31,31
32,32
33,33
34,34
35,35
36,36
37,37
38,38
39,39
40,40
41,41
42,42
43,43
35,44
45,45
46,46
34,47
21,48
49,49
56,50
51,51
53,52
53,53
54,54
55,55
56,56
57,57
58,58
59,59
0,0
1,1
2,2
3,3
4,4
34,5
6,6
16,7
8,8
33,9
28,10
31,11
12,12
3,13
14,14
16,15
16,16
17,17
18,18
19,19
20,20
21,21
22,22
23,23
24,24
25,25
26,26
27,27
28,28
35,29
30,30
31,31
4,32
9,33
34,34
35,35
36,36
37,37
9,38
39,39
40,40
41,41
42,42
0,43
24,44
45,45
46,46
34,47
48,48
49,49
50,50
51,51
56,52
53,53
54,54
55,55
56,56
57,57
58,58
59,59
0,0
1,1
2,2
3,3
4,4
34,5
6,6
7,7
8,8
9,9
28,10
53,11
12,12
13,13
12,14
15,15
34,16
1,17
1,18
19,19
20,20
21,21
22,22
35,23
35,24
25,25
26,26
29,27
35,28
29,29
30,30
31,31
32,32
9,33
34,34
35,35
36,36
1,37
9,38
39,39
40,40
41,41
42,42
46,43
29,44
35,45
35,46
47,47
48,48
49,49
50,50
51,51
52,52
53,53
54,54
55,55
56,56
57,57
58,58
59,59
0,0
1,1
2,2
3,3
4,4
16,5
6,6
7,7
8,8
9,9
28,10
28,11
28,12
13,13
14,14
15,15
34,16
17,17
18,18
19,19
20,20
21,21
22,22
23,23
24,24
25,25
26,26
27,27
28,28
29,29
31,30
31,31
32,32
33,33
34,34
35,35
36,36
37,37
27,38
39,39
40,40
41,41
42,42
43,43
35,44
35,45
46,46
40,47
48,48
49,49
50,50
51,51
53,52
53,53
54,54
55,55
56,56
53,57
58,58
59,59
0,0
1,1
2,2
3,3
4,4
34,5
21,6
7,7
8,8
9,9
28,10
29,11
12,12
13,13
3,14
15,15
28,16
3,17
18,18
3,19
20,20
21,21
22,22
23,23
24,24
25,25
26,26
27,27
28,28
35,29
31,30
31,31
32,32
33,33
34,34
35,35
36,36
37,37
44,38
39,39
40,40
41,41
42,42
36,43
44,44
45,45
46,46
47,47
3,48
49,49
50,50
51,51
53,52
53,53
51,54
55,55
56,56
57,57
58,58
59,59
0,0
1,1
0,2
3,3
4,4
42,5
4,6
7,7
8,8
9,9
10,10
28,11
12,12
13,13
14,14
15,15
35,16
17,17
18,18
19,19
20,20
21,21
22,22
23,23
24,24
25,25
26,26
37,27
28,28
29,29
30,30
31,31
32,32
9,33
34,34
35,35
36,36
37,37
31,38
31,39
40,40
41,41
42,42
31,43
44,44
45,45
46,46
40,47
48,48
51,49
50,50
51,51
53,52
53,53
54,54
55,55
56,56
57,57
58,58
59,59
0,0
28,1
2,2
3,3
4,4
34,5
6,6
7,7
8,8
9,9
10,10
10,11
12,12
13,13
14,14
15,15
35,16
17,17
18,18
19,19
20,20
21,21
22,22
23,23
24,24
25,25
26,26
2,27
28,28
29,29
30,30
31,31
32,32
9,33
34,34
35,35
36,36
37,37
39,38
31,39
40,40
41,41
42,42
37,43
44,44
45,45
46,46
40,47
21,48
49,49
50,50
51,51
52,52
53,53
52,54
55,55
56,56
57,57
58,58
59,59
0,0
1,1
0,2
3,3
35,4
42,5
6,6
7,7
8,8
9,9
28,10
28,11
12,12
13,13
14,14
15,15
16,16
17,17
18,18
19,19
20,20
21,21
3,22
23,23
45,24
25,25
26,26
27,27
28,28
28,29
30,30
31,31
32,32
9,33
34,34
35,35
36,36
37,37
28,38
39,39
40,40
41,41
42,42
0,43
44,44
45,45
46,46
47,47
48,48
51,49
50,50
51,51
52,52
53,53
54,54
55,55
56,56
57,57
59,58
59,59
0,0
1,1
0,2
3,3
4,4
5,5
6,6
7,7
8,8
9,9
27,10
28,11
12,12
13,13
14,14
15,15
16,16
17,17
18,18
19,19
40,20
21,21
3,22
25,23
24,24
25,25
26,26
9,27
28,28
29,29
4,30
31,31
32,32
28,33
34,34
35,35
36,36
37,37
38,38
31,39
40,40
41,41
42,42
43,43
35,44
45,45
46,46
47,47
48,48
49,49
50,50
51,51
52,52
53,53
54,54
55,55
56,56
57,57
58,58
59,59
2,0
1,1
3,2
3,3
4,4
34,5
6,6
7,7
8,8
9,9
28,10
28,11
12,12
13,13
14,14
16,15
34,16
17,17
37,18
19,19
20,20
21,21
22,22
23,23
24,24
25,25
26,26
40,27
28,28
29,29
30,30
31,31
32,32
9,33
34,34
35,35
36,36
37,37
39,38
39,39
40,40
41,41
42,42
3,43
44,44
45,45
3,46
47,47
48,48
49,49
50,50
51,51
52,52
53,53
54,54
55,55
56,56
55,57
58,58
59,59
0,0
1,1
2,2
3,3
4,4
42,5
6,6
7,7
8,8
9,9
10,10
29,11
12,12
13,13
14,14
15,15
16,16
1,17
18,18
19,19
20,20
21,21
3,22
23,23
24,24
25,25
26,26
27,27
28,28
28,29
30,30
31,31
32,32
9,33
34,34
35,35
36,36
37,37
38,38
38,39
40,40
41,41
42,42
37,43
44,44
45,45
3,46
47,47
21,48
49,49
50,50
51,51
52,52
53,53
51,54
55,55
56,56
57,57
58,58
59,59
0,0
1,1
2,2
3,3
4,4
5,5
6,6
7,7
8,8
9,9
28,10
28,11
12,12
13,13
47,14
35,15
16,16
17,17
18,18
19,19
20,20
21,21
22,22
23,23
24,24
25,25
26,26
27,27
28,28
35,29
31,30
31,31
32,32
9,33
34,34
35,35
36,36
37,37
38,38
31,39
40,40
41,41
42,42
31,43
44,44
45,45
3,46
47,47
48,48
49,49
50,50
51,51
52,52
53,53
54,54
55,55
56,56
57,57
58,58
59,59
0,0
1,1
2,2
3,3
4,4
5,5
6,6
7,7
8,8
9,9
28,10
28,11
12,12
13,13
14,14
16,15
16,16
1,17
1,18
35,19
20,20
21,21
22,22
23,23
24,24
25,25
26,26
27,27
28,28
28,29
30,30
31,31
32,32
9,33
34,34
35,35
36,36
37,37
38,38
39,39
40,40
41,41
42,42
3,43
44,44
45,45
46,46
47,47
48,48
51,49
51,50
51,51
52,52
53,53
51,54
55,55
56,56
57,57
58,58
59,59
0,0
1,1
36,2
3,3
4,4
5,5
6,6
7,7
8,8
9,9
33,10
33,11
12,12
13,13
47,14
15,15
16,16
1,17
18,18
37,19
20,20
21,21
22,22
23,23
24,24
25,25
26,26
27,27
28,28
35,29
30,30
31,31
32,32
33,33
34,34
35,35
36,36
37,37
38,38
39,39
40,40
41,41
42,42
3,43
44,44
35,45
46,46
47,47
22,48
49,49
50,50
51,51
52,52
53,53
52,54
56,55
56,56
57,57
58,58
59,59
0,0
1,1
37,2
3,3
4,4
5,5
6,6
7,7
8,8
9,9
10,10
10,11
32,12
13,13
14,14
15,15
16,16
17,17
1,18
3,19
3,20
21,21
22,22
23,23
24,24
25,25
26,26
27,27
28,28
28,29
31,30
31,31
32,32
33,33
34,34
35,35
36,36
37,37
38,38
21,39
40,40
41,41
42,42
36,43
44,44
40,45
36,46
47,47
9,48
49,49
50,50
51,51
52,52
53,53
51,54
56,55
56,56
57,57
58,58
59,59
0,0
4,1
0,2
3,3
4,4
41,5
6,6
7,7
8,8
9,9
28,10
10,11
27,12
21,13
14,14
15,15
16,16
1,17
18,18
19,19
20,20
21,21
22,22
41,23
24,24
25,25
26,26
27,27
28,28
29,29
30,30
31,31
32,32
33,33
34,34
35,35
36,36
37,37
38,38
39,39
40,40
41,41
42,42
43,43
44,44
45,45
46,46
47,47
22,48
49,49
50,50
51,51
52,52
53,53
51,54
55,55
56,56
57,57
58,58
59,59
0,0
1,1
2,2
3,3
35,4
41,5
6,6
7,7
8,8
9,9
29,10
29,11
12,12
13,13
36,14
15,15
15,16
17,17
1,18
19,19
20,20
21,21
22,22
23,23
1,24
25,25
25,26
27,27
28,28
28,29
31,30
31,31
32,32
9,33
34,34
35,35
36,36
37,37
38,38
39,39
40,40
41,41
42,42
43,43
44,44
45,45
46,46
47,47
48,48
49,49
50,50
51,51
53,52
53,53
54,54
55,55
56,56
57,57
